"","LastName","FirstName","Gender","Country","Date","Competition","Round","Location","Apparatus","Rank","D_Score","E_Score","Penalty","Score","SecondDateStr","SecondDate","DaysUntil2024"
"32","ABAD","Nestor","m","ESP","18-21 Aug 2022","2022 Senior European Championships","TeamFinal","Munich, Germany","HB",10,5.3,8.1,0,13.4,"21 Aug 2022",2022-08-21,498
"33","ABAD","Nestor","m","ESP","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany","PB",9,5.8,8.6,0,14.4,"21 Aug 2022",2022-08-21,498
"34","ABAD","Nestor","m","ESP","18-21 Aug 2022","2022 Senior European Championships","TeamFinal","Munich, Germany","PB",10,5.8,8.266,0,14.066,"21 Aug 2022",2022-08-21,498
"35","ABAD","Nestor","m","ESP","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany","PH",105,5,5.5,0,10.5,"21 Aug 2022",2022-08-21,498
"36","ABAD","Nestor","m","ESP","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany","SR",23,5.3,8.366,0,13.666,"21 Aug 2022",2022-08-21,498
"37","ABAD","Nestor","m","ESP","18-21 Aug 2022","2022 Senior European Championships","TeamFinal","Munich, Germany","SR",6,5.3,8.333,0,13.633,"21 Aug 2022",2022-08-21,498
"38","ABAD","Nestor","m","ESP","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany","VT",36,5.2,9.2,0.3,14.1,"21 Aug 2022",2022-08-21,498
"39","ABAD","Nestor","m","ESP","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","FX",21,5.5,8.666,0,14.166,"8 Oct 2023",2023-10-08,85
"40","ABAD","Nestor","m","ESP","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","HB",66,4.8,8.233,0,13.033,"8 Oct 2023",2023-10-08,85
"41","ABAD","Nestor","m","ESP","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","PB",59,5.8,8.3,0.3,13.8,"8 Oct 2023",2023-10-08,85
"42","ABAD","Nestor","m","ESP","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","PH",58,5,8.1,0,13.1,"8 Oct 2023",2023-10-08,85
"43","ABAD","Nestor","m","ESP","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","SR",33,5.3,8.3,0,13.6,"8 Oct 2023",2023-10-08,85
"44","ABAD","Nestor","m","ESP","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","VT",126,5.2,8,0,13.2,"8 Oct 2023",2023-10-08,85
"45","ABAD","Nestor","m","ESP","11-16 Apr 2023","2023 Senior European Championships","AAfinal","Antalya, Turkey","FX",24,5.4,7.233,0,12.633,"16 Apr 2023",2023-04-16,260
"46","ABAD","Nestor","m","ESP","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","FX",94,4.6,8,0.1,12.5,"16 Apr 2023",2023-04-16,260
"47","ABAD","Nestor","m","ESP","11-16 Apr 2023","2023 Senior European Championships","AAfinal","Antalya, Turkey","HB",9,5.3,8.1,0,13.4,"16 Apr 2023",2023-04-16,260
"48","ABAD","Nestor","m","ESP","11-16 Apr 2023","2023 Senior European Championships","final","Antalya, Turkey","HB",4,5.3,8.366,0,13.666,"16 Apr 2023",2023-04-16,260
"49","ABAD","Nestor","m","ESP","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","HB",5,5.3,8.433,0,13.733,"16 Apr 2023",2023-04-16,260
"50","ABAD","Nestor","m","ESP","11-16 Apr 2023","2023 Senior European Championships","AAfinal","Antalya, Turkey","PB",10,5.8,8.033,0,13.833,"16 Apr 2023",2023-04-16,260
"51","ABAD","Nestor","m","ESP","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","PB",23,5.8,8.1,0,13.9,"16 Apr 2023",2023-04-16,260
"52","ABAD","Nestor","m","ESP","11-16 Apr 2023","2023 Senior European Championships","AAfinal","Antalya, Turkey","PH",12,4.7,8.3,0,13,"16 Apr 2023",2023-04-16,260
"53","ABAD","Nestor","m","ESP","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","PH",28,5,8.233,0,13.233,"16 Apr 2023",2023-04-16,260
"54","ABAD","Nestor","m","ESP","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","SR",17,5.3,8.466,0,13.766,"16 Apr 2023",2023-04-16,260
"55","ABAD","Nestor","m","ESP","11-16 Apr 2023","2023 Senior European Championships","AAfinal","Antalya, Turkey","SR",4,5.3,8.366,0,13.666,"16 Apr 2023",2023-04-16,260
"56","ABAD","Nestor","m","ESP","11-16 Apr 2023","2023 Senior European Championships","AAfinal","Antalya, Turkey","VT",22,5.2,7.9,0.1,13,"16 Apr 2023",2023-04-16,260
"57","ABAD","Nestor","m","ESP","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","VT",69,4.8,9,0.1,13.7,"16 Apr 2023",2023-04-16,260
"58","ABAD","Nestor","m","ESP","1-4 Jun 2023","2023 Tel Aviv World Challenge Cup","final","Tel Aviv, Israel","HB",1,5.3,8.5,0,13.8,"4 Jun 2023",2023-06-04,211
"59","ABAD","Nestor","m","ESP","1-4 Jun 2023","2023 Tel Aviv World Challenge Cup","qual","Tel Aviv, Israel","HB",1,5.3,8.35,0,13.65,"4 Jun 2023",2023-06-04,211
"60","ABAD","Nestor","m","ESP","1-4 Jun 2023","2023 Tel Aviv World Challenge Cup","qual","Tel Aviv, Israel","PH",11,5,7,0,12,"4 Jun 2023",2023-06-04,211
"61","ABAD","Nestor","m","ESP","1-4 Jun 2023","2023 Tel Aviv World Challenge Cup","qual","Tel Aviv, Israel","SR",2,5.7,8.35,0,14.05,"4 Jun 2023",2023-06-04,211
"62","ABAD","Nestor","m","ESP","1-4 Jun 2023","2023 Tel Aviv World Challenge Cup","final","Tel Aviv, Israel","SR",2,5.7,8.3,0,14,"4 Jun 2023",2023-06-04,211
"63","ABBADINI","Yumin","m","ITA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","AAfinal","Liverpool, England","FX",17,5.1,8.466,0,13.566,"6 Nov 2022",2022-11-06,421
"64","ABBADINI","Yumin","m","ITA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","FX",34,5.1,8.566,0,13.666,"6 Nov 2022",2022-11-06,421
"65","ABBADINI","Yumin","m","ITA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","TeamFinal","Liverpool, England","FX",NA,5.1,8.633,0,13.733,"6 Nov 2022",2022-11-06,421
"66","ABBADINI","Yumin","m","ITA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","AAfinal","Liverpool, England","HB",24,5.1,5.1,0.3,9.9,"6 Nov 2022",2022-11-06,421
"67","ABBADINI","Yumin","m","ITA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","HB",27,5.6,8,0,13.6,"6 Nov 2022",2022-11-06,421
"68","ABBADINI","Yumin","m","ITA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","TeamFinal","Liverpool, England","HB",NA,5.6,8.033,0,13.633,"6 Nov 2022",2022-11-06,421
"69","ABBADINI","Yumin","m","ITA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","AAfinal","Liverpool, England","PB",20,5.3,7.766,0,13.066,"6 Nov 2022",2022-11-06,421
"70","ABBADINI","Yumin","m","ITA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","PB",52,5.3,8.4,0,13.7,"6 Nov 2022",2022-11-06,421
"71","ABBADINI","Yumin","m","ITA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","AAfinal","Liverpool, England","PH",7,5.5,8.166,0,13.666,"6 Nov 2022",2022-11-06,421
"72","ABBADINI","Yumin","m","ITA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","PH",15,5.5,8.466,0,13.966,"6 Nov 2022",2022-11-06,421
"73","ABBADINI","Yumin","m","ITA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","TeamFinal","Liverpool, England","PH",NA,5.5,6.8,0,12.3,"6 Nov 2022",2022-11-06,421
"74","ABBADINI","Yumin","m","ITA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","AAfinal","Liverpool, England","SR",13,4.7,8.466,0,13.166,"6 Nov 2022",2022-11-06,421
"75","ABBADINI","Yumin","m","ITA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","SR",60,4.7,8.3,0,13,"6 Nov 2022",2022-11-06,421
"76","ABBADINI","Yumin","m","ITA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","TeamFinal","Liverpool, England","SR",NA,4.7,8.333,0,13.033,"6 Nov 2022",2022-11-06,421
"77","ABBADINI","Yumin","m","ITA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","AAfinal","Liverpool, England","VT",18,4.8,9.066,0,13.866,"6 Nov 2022",2022-11-06,421
"78","ABBADINI","Yumin","m","ITA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","VT",84,4.8,8.9,0.1,13.6,"6 Nov 2022",2022-11-06,421
"79","ABBADINI","Yumin","m","ITA","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany","FX",19,5.4,8.433,0,13.833,"21 Aug 2022",2022-08-21,498
"80","ABBADINI","Yumin","m","ITA","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany","HB",11,5.6,8.2,0,13.8,"21 Aug 2022",2022-08-21,498
"81","ABBADINI","Yumin","m","ITA","18-21 Aug 2022","2022 Senior European Championships","TeamFinal","Munich, Germany","HB",6,5.6,8.166,0,13.766,"21 Aug 2022",2022-08-21,498
"82","ABBADINI","Yumin","m","ITA","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany","PB",91,4.7,7.333,0,12.033,"21 Aug 2022",2022-08-21,498
"83","ABBADINI","Yumin","m","ITA","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany","PH",61,5,7.533,0,12.533,"21 Aug 2022",2022-08-21,498
"84","ABBADINI","Yumin","m","ITA","18-21 Aug 2022","2022 Senior European Championships","TeamFinal","Munich, Germany","PH",5,5.5,8.333,0,13.833,"21 Aug 2022",2022-08-21,498
"85","ABBADINI","Yumin","m","ITA","18-21 Aug 2022","2022 Senior European Championships","TeamFinal","Munich, Germany","SR",13,5,8.366,0,13.366,"21 Aug 2022",2022-08-21,498
"86","ABBADINI","Yumin","m","ITA","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","AAfinal","Antwerp, Belgium","FX",8,5.4,8.466,0,13.866,"8 Oct 2023",2023-10-08,85
"87","ABBADINI","Yumin","m","ITA","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","FX",64,5.4,8.433,0.3,13.533,"8 Oct 2023",2023-10-08,85
"88","ABBADINI","Yumin","m","ITA","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","TeamFinal","Antwerp, Belgium","FX",NA,5.4,8.5,0,13.9,"8 Oct 2023",2023-10-08,85
"89","ABBADINI","Yumin","m","ITA","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","AAfinal","Antwerp, Belgium","HB",6,5.9,8.133,0,14.033,"8 Oct 2023",2023-10-08,85
"90","ABBADINI","Yumin","m","ITA","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","HB",11,5.9,8.133,0,14.033,"8 Oct 2023",2023-10-08,85
"91","ABBADINI","Yumin","m","ITA","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","TeamFinal","Antwerp, Belgium","HB",NA,5.9,8.133,0,14.033,"8 Oct 2023",2023-10-08,85
"92","ABBADINI","Yumin","m","ITA","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","AAfinal","Antwerp, Belgium","PB",13,5.5,8.433,0,13.933,"8 Oct 2023",2023-10-08,85
"93","ABBADINI","Yumin","m","ITA","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","PB",41,5.5,8.5,0,14,"8 Oct 2023",2023-10-08,85
"94","ABBADINI","Yumin","m","ITA","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","AAfinal","Antwerp, Belgium","PH",4,5.5,8.3,0,13.8,"8 Oct 2023",2023-10-08,85
"95","ABBADINI","Yumin","m","ITA","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","PH",40,5.8,7.7,0,13.5,"8 Oct 2023",2023-10-08,85
"96","ABBADINI","Yumin","m","ITA","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","TeamFinal","Antwerp, Belgium","PH",NA,5.8,6.933,0,12.733,"8 Oct 2023",2023-10-08,85
"97","ABBADINI","Yumin","m","ITA","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","AAfinal","Antwerp, Belgium","SR",10,4.7,8.6,0,13.3,"8 Oct 2023",2023-10-08,85
"98","ABBADINI","Yumin","m","ITA","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","SR",41,4.7,8.8,0,13.5,"8 Oct 2023",2023-10-08,85
"99","ABBADINI","Yumin","m","ITA","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","TeamFinal","Antwerp, Belgium","SR",NA,4.7,8.566,0,13.266,"8 Oct 2023",2023-10-08,85
"100","ABBADINI","Yumin","m","ITA","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","AAfinal","Antwerp, Belgium","VT",18,4.8,9.1,0,13.9,"8 Oct 2023",2023-10-08,85
"101","ABBADINI","Yumin","m","ITA","30 Sep 2023 - 8 Oct 2023","2023 52nd FIG Artistic Gymnastics World Championships","qual","Antwerp, Belgium","VT",80,4.8,9.166,0,13.966,"8 Oct 2023",2023-10-08,85
"102","ABBADINI","Yumin","m","ITA","9-12 Mar 2023","2023 Baku World Cup","qual","Baku, Azerbaijan","FX",11,5.5,8.033,0,13.533,"12 Mar 2023",2023-03-12,295
"103","ABBADINI","Yumin","m","ITA","9-12 Mar 2023","2023 Baku World Cup","qual","Baku, Azerbaijan","HB",10,5.3,8.233,0,13.533,"12 Mar 2023",2023-03-12,295
"104","ABBADINI","Yumin","m","ITA","9-12 Mar 2023","2023 Baku World Cup","qual","Baku, Azerbaijan","PH",15,6.4,7.033,0,13.433,"12 Mar 2023",2023-03-12,295
"105","ABBADINI","Yumin","m","ITA","11-16 Apr 2023","2023 Senior European Championships","AAfinal","Antalya, Turkey","FX",11,5.5,8.266,0,13.766,"16 Apr 2023",2023-04-16,260
"106","ABBADINI","Yumin","m","ITA","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","FX",11,5.5,8.466,0,13.966,"16 Apr 2023",2023-04-16,260
"107","ABBADINI","Yumin","m","ITA","11-16 Apr 2023","2023 Senior European Championships","AAfinal","Antalya, Turkey","HB",4,5.3,8.166,0,13.466,"16 Apr 2023",2023-04-16,260
"108","ABBADINI","Yumin","m","ITA","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","HB",90,5.3,6.833,0,12.133,"16 Apr 2023",2023-04-16,260
"109","ABBADINI","Yumin","m","ITA","11-16 Apr 2023","2023 Senior European Championships","AAfinal","Antalya, Turkey","PB",8,5.3,8.7,0,14,"16 Apr 2023",2023-04-16,260
"110","ABBADINI","Yumin","m","ITA","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","PB",40,5.3,8.2,0,13.5,"16 Apr 2023",2023-04-16,260
"111","ABBADINI","Yumin","m","ITA","11-16 Apr 2023","2023 Senior European Championships","AAfinal","Antalya, Turkey","PH",1,5.7,8.4,0,14.1,"16 Apr 2023",2023-04-16,260
"112","ABBADINI","Yumin","m","ITA","11-16 Apr 2023","2023 Senior European Championships","final","Antalya, Turkey","PH",6,5.7,8.466,0,14.166,"16 Apr 2023",2023-04-16,260
"113","ABBADINI","Yumin","m","ITA","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","PH",6,5.7,8.566,0,14.266,"16 Apr 2023",2023-04-16,260
"114","ABBADINI","Yumin","m","ITA","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","SR",26,4.7,8.8,0,13.5,"16 Apr 2023",2023-04-16,260
"115","ABBADINI","Yumin","m","ITA","11-16 Apr 2023","2023 Senior European Championships","AAfinal","Antalya, Turkey","SR",10,4.7,8.566,0,13.266,"16 Apr 2023",2023-04-16,260
"116","ABBADINI","Yumin","m","ITA","11-16 Apr 2023","2023 Senior European Championships","AAfinal","Antalya, Turkey","VT",18,4.8,8.866,0.1,13.566,"16 Apr 2023",2023-04-16,260
"117","ABBADINI","Yumin","m","ITA","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey","VT",64,4.8,8.933,0,13.733,"16 Apr 2023",2023-04-16,260
"118","ABDELHALEEM","Abdelrahman","m","EGY","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","FX",113,5.2,7.2,0.4,12,"6 Nov 2022",2022-11-06,421
"119","ABDELHALEEM","Abdelrahman","m","EGY","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","HB",68,4.6,8.166,0,12.766,"6 Nov 2022",2022-11-06,421
"120","ABDELHALEEM","Abdelrahman","m","EGY","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","PB",122,4.3,8.1,0,12.4,"6 Nov 2022",2022-11-06,421
"121","ABDELHALEEM","Abdelrahman","m","EGY","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","PH",55,5.2,7.566,0,12.766,"6 Nov 2022",2022-11-06,421
"122","ABDELHALEEM","Abdelrahman","m","EGY","17-20 Mar 2022","2022 Cairo World Cup","qual","Cairo, Egypt","HB",15,4.8,7.2,0,12,"20 Mar 2022",2022-03-20,652
"123","ABDELHALEEM","Abdelrahman","m","EGY","17-20 Mar 2022","2022 Cairo World Cup","qual","Cairo, Egypt","PH",25,5.4,6.766,0,12.166,"20 Mar 2022",2022-03-20,652
"124","ABDELHALEEM","Abdelrahman","m","EGY","24-25 Sept 2022","2022 Paris World Challenge Cup","qual","Paris, France","HB",26,4.6,8,0,12.6,"25 Sept 2022",2022-09-25,463
"125","ABDELHALEEM","Abdelrahman","m","EGY","24-25 Sept 2022","2022 Paris World Challenge Cup","qual","Paris, France","PH",27,5.7,7,0,12.7,"25 Sept 2022",2022-09-25,463
"126","ABDELHALEEM","Abdelrahman","m","EGY","9-12 Mar 2023","2023 Baku World Cup","qual","Baku, Azerbaijan","PH",21,5.8,7.266,0,13.066,"12 Mar 2023",2023-03-12,295
"127","ABDELHALEEM","Abdelrahman","m","EGY","27-30 Apr 2023","2023 Cairo World Cup","qual","Cairo, Egypt","PH",9,5.6,8.5,0,14.1,"30 Apr 2023",2023-04-30,246
"128","ABDELRAHMAN","Ahmed","m","EGY","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","FX",116,5.4,7.433,0.9,11.933,"6 Nov 2022",2022-11-06,421
"129","ABDELRAHMAN","Ahmed","m","EGY","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","HB",61,4.4,8.566,0,12.966,"6 Nov 2022",2022-11-06,421
"130","ABDELRAHMAN","Ahmed","m","EGY","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","PB",92,5.2,7.8,0,13,"6 Nov 2022",2022-11-06,421
"131","ABDELRAHMAN","Ahmed","m","EGY","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","PH",37,4.9,8.266,0,13.166,"6 Nov 2022",2022-11-06,421
"132","ABDELRAHMAN","Ahmed","m","EGY","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England","VT",50,5.2,8.766,0,13.966,"6 Nov 2022",2022-11-06,421
